ID;Short Name;Long Name;Route Type;Color;Route URL;Shape;geo_point_2d
RTM-10;3;Métro La Rose - Hauts de Ste Marthe;Bus;009FE3;;"{""coordinates"": [[[5.42952585, 43.33341599], [5.42947483, 43.33348465], [5.429389, 43.33353806], [5.42930317, 43.33356476], [5.42921495, 43.33356476], [5.42904615, 43.33351517], [5.42907, 43.33333969], [5.42910004, 43.33269882], [5.42914009, 43.33256149], [5.42903996, 43.33248901], [5.42902994, 43.33243179], [5.42904997, 43.33237076], [5.42914009, 43.33229828], [5.42932987, 43.33229828], [5.42939997, 43.33234024], [5.42941999, 43.3324585], [5.42939997, 43.33251953], [5.42966557, 43.33264923], [5.43040037, 43.33319092], [5.43108988, 43.33370972], [5.43121672, 43.33361816], [5.43135977, 43.33372116], [5.43179989, 43.33411026], [5.43244982, 43.33459854], [5.43264008, 43.33473969], [5.43268013, 43.3347702], [5.43258095, 43.33484268], [5.43283367, 43.33501816], [5.43295431, 43.33510971], [5.43301535, 43.33514404], [5.43309355, 43.33518219], [5.43299007, 43.335289], [5.43288994, 43.33549881], [5.43281984, 43.33586121], [5.43275976, 43.33641052], [5.4326601, 43.33675003], [5.43256998, 43.33695984], [5.43232012, 43.33737946], [5.43226004, 43.33759689], [5.43143892, 43.33842087], [5.43061018, 43.33874893], [5.4303298, 43.33885956], [5.43014479, 43.33890152], [5.43001986, 43.33892822], [5.42947006, 43.33903885], [5.42887974, 43.33905029], [5.42838001, 43.33906174], [5.42824984, 43.33906937], [5.42791986, 43.33914185], [5.42780018, 43.33921814], [5.42742014, 43.33958817], [5.42717981, 43.33975983], [5.42601013, 43.34032059], [5.42553997, 43.3404808], [5.42532015, 43.34048843], [5.42461014, 43.34043121], [5.42433691, 43.34039307], [5.42382193, 43.34032822], [5.42334986, 43.34022141], [5.42300987, 43.34009171], [5.42246008, 43.33966827], [5.42235994, 43.33963013], [5.42226982, 43.33961868], [5.42216969, 43.33961868], [5.42206001, 43.33963013], [5.42174006, 43.33966827], [5.4211998, 43.33972931], [5.42112255, 43.33974457], [5.42101002, 43.33977127], [5.42077017, 43.33982086], [5.42068005, 43.33982086], [5.42055988, 43.33967972], [5.42033005, 43.33972168], [5.42024994, 43.33967972], [5.42019987, 43.33958054], [5.42022991, 43.33945084], [5.42031002, 43.33929062], [5.42034006, 43.33922958], [5.42041969, 43.33916092], [5.42035007, 43.33893967], [5.42033005, 43.33890915], [5.42023993, 43.33884811], [5.41992998, 43.33877182], [5.41976976, 43.33877182], [5.41960001, 43.33880997], [5.41890001, 43.33903885], [5.4186101, 43.33919144], [5.41807127, 43.33954239], [5.41794014, 43.33963013], [5.4175601, 43.3397789], [5.41691017, 43.33993912], [5.41647005, 43.33998108], [5.41596985, 43.33995819], [5.4155798, 43.33990097], [5.4144702, 43.33964157], [5.41428995, 43.33961105], [5.41420984, 43.33961105], [5.41376972, 43.33972931], [5.41363287, 43.33975983], [5.41322994, 43.33985138], [5.41244984, 43.34040833], [5.41235971, 43.34048843], [5.41211987, 43.3406105], [5.41163015, 43.34082031], [5.4111824, 43.34100723], [5.41092014, 43.34112167], [5.41034985, 43.34135056], [5.41033983, 43.34140015], [5.41029978, 43.34144974], [5.41024971, 43.3414917], [5.41018009, 43.34151077], [5.41011, 43.3415184], [5.41002989, 43.34149933], [5.40996981, 43.34146881], [5.40992975, 43.34141922], [5.40990973, 43.34136963], [5.40955973, 43.3413887], [5.40850496, 43.34143066], [5.40821981, 43.34143829], [5.40791988, 43.34141159], [5.40746975, 43.34127808], [5.40734005, 43.34127808], [5.40733004, 43.34117126], [5.40717983, 43.34112167], [5.40666008, 43.34104919], [5.40625, 43.3418808], [5.40611982, 43.34228134], [5.40610695, 43.34234619], [5.40563536, 43.34234238], [5.40553761, 43.34234619], [5.405406, 43.34233475], [5.40525484, 43.34230423], [5.40517426, 43.34227753], [5.40509892, 43.34223175], [5.4048872, 43.34199905], [5.40476131, 43.34189987], [5.40458965, 43.34182739], [5.40448475, 43.34180069], [5.40424633, 43.34179688], [5.40189362, 43.34230423], [5.40189314, 43.34230804], [5.39882278, 43.34295654], [5.39884377, 43.3429985], [5.39882803, 43.34296036], [5.39752913, 43.34322739], [5.39744997, 43.34309006], [5.39719009, 43.34233093], [5.39858913, 43.34228897], [5.39884949, 43.34295654], [5.39970493, 43.34276581], [5.39969206, 43.34273529]], [[5.42952585, 43.33341599], [5.42947483, 43.33348465], [5.429389, 43.33353806], [5.42930317, 43.33356476], [5.42921495, 43.33356476], [5.42904615, 43.33351517], [5.42907, 43.33333969], [5.42910004, 43.33269882], [5.42914009, 43.33256149], [5.42903996, 43.33248901], [5.42902994, 43.33243179], [5.42904997, 43.33237076], [5.42914009, 43.33229828], [5.42932987, 43.33229828], [5.42939997, 43.33234024], [5.42941999, 43.3324585], [5.42939997, 43.33251953], [5.42966557, 43.33264923], [5.43040037, 43.33319092], [5.43108988, 43.33370972], [5.43121672, 43.33361816], [5.43135977, 43.33372116], [5.43179989, 43.33411026], [5.43244982, 43.33459854], [5.43264008, 43.33473969], [5.43268013, 43.3347702], [5.43258095, 43.33484268], [5.43283367, 43.33501816], [5.43295431, 43.33510971], [5.43301535, 43.33514404], [5.43309355, 43.33518219], [5.43299007, 43.335289], [5.43288994, 43.33549881], [5.43281984, 43.33586121], [5.43275976, 43.33641052], [5.4326601, 43.33675003], [5.43256998, 43.33695984], [5.43232012, 43.33737946], [5.43226004, 43.33759689], [5.43143892, 43.33842087], [5.43061018, 43.33874893], [5.4303298, 43.33885956], [5.43014479, 43.33890152], [5.43001986, 43.33892822], [5.42947006, 43.33903885], [5.42887974, 43.33905029], [5.42838001, 43.33906174], [5.42824984, 43.33906937], [5.42791986, 43.33914185], [5.42780018, 43.33921814], [5.42742014, 43.33958817], [5.42717981, 43.33975983], [5.42601013, 43.34032059], [5.42553997, 43.3404808], [5.42532015, 43.34048843], [5.42461014, 43.34043121], [5.42433691, 43.34039307], [5.42382193, 43.34032822], [5.42334986, 43.34022141], [5.42300987, 43.34009171], [5.42246008, 43.33966827], [5.42235994, 43.33963013], [5.42226982, 43.33961868], [5.42216969, 43.33961868], [5.42206001, 43.33963013], [5.42174006, 43.33966827], [5.4211998, 43.33972931], [5.42112255, 43.33974457], [5.42101002, 43.33977127], [5.42077017, 43.33982086], [5.42068005, 43.33982086], [5.42010975, 43.33985901], [5.41995001, 43.34017944], [5.41990995, 43.34041977], [5.41990995, 43.34051895], [5.41991615, 43.3405838], [5.41991997, 43.34062958], [5.41992998, 43.3413887], [5.41999006, 43.34212875], [5.41946983, 43.34241867], [5.41922998, 43.34252167], [5.41915989, 43.34254837], [5.41869974, 43.34268951], [5.41798019, 43.34317017], [5.41749001, 43.34352875], [5.41732979, 43.34358978], [5.41725826, 43.34362411], [5.41725922, 43.34362411], [5.41722012, 43.34363937], [5.41710997, 43.34370041], [5.41691017, 43.34383011], [5.41681004, 43.34391022], [5.41669989, 43.34402847], [5.41633987, 43.34474182], [5.41622972, 43.34497833], [5.41605949, 43.34528732], [5.41596985, 43.34545135], [5.41589975, 43.34563828], [5.4158597, 43.34577179], [5.41587019, 43.34592819], [5.41587973, 43.34608078], [5.41588974, 43.34619904], [5.41588974, 43.34632111], [5.41588974, 43.34645081], [5.41519976, 43.34637833], [5.41455984, 43.34630966], [5.41442013, 43.34619904], [5.41423988, 43.34597015], [5.41406012, 43.34577942], [5.41392994, 43.34566879], [5.41388845, 43.3456192], [5.41376972, 43.34547043], [5.41293001, 43.34489822], [5.41204977, 43.34431839], [5.41180992, 43.34420013], [5.41133976, 43.34357071], [5.4112401, 43.3434906], [5.41113997, 43.34352875], [5.41105986, 43.34357071], [5.41098976, 43.34366989], [5.41093016, 43.34375], [5.41083002, 43.34375], [5.41070986, 43.34373093], [5.41061974, 43.34365082], [5.41048002, 43.3433609], [5.41035986, 43.3429184], [5.41031742, 43.34267807], [5.41028976, 43.34252167], [5.41018009, 43.34151077], [5.41011, 43.3415184], [5.41002989, 43.34149933], [5.40996981, 43.34146881], [5.40992975, 43.34141922], [5.40990973, 43.34136963], [5.40955973, 43.3413887], [5.40850496, 43.34143066], [5.40821981, 43.34143829], [5.40791988, 43.34141159], [5.40746975, 43.34127808], [5.40734005, 43.34127808], [5.40733004, 43.34117126], [5.40717983, 43.34112167], [5.40666008, 43.34104919], [5.40625, 43.3418808], [5.40611982, 43.34228134], [5.40610695, 43.34234619], [5.40563536, 43.34234238], [5.40553761, 43.34234619], [5.405406, 43.34233475], [5.40525484, 43.34230423], [5.40517426, 43.34227753], [5.40509892, 43.34223175], [5.4048872, 43.34199905], [5.40476131, 43.34189987], [5.40458965, 43.34182739], [5.40448475, 43.34180069], [5.40424633, 43.34179688], [5.40189362, 43.34230423], [5.40189314, 43.34230804], [5.39882278, 43.34295654], [5.39884377, 43.3429985], [5.39882803, 43.34296036], [5.39752913, 43.34322739], [5.39744997, 43.34309006], [5.39719009, 43.34233093], [5.39858913, 43.34228897], [5.39884949, 43.34295654], [5.39970493, 43.34276581], [5.39969206, 43.34273529]], [[5.39971113, 43.34276962], [5.40241432, 43.3421936], [5.40415239, 43.34181976], [5.40433216, 43.34180069], [5.40449286, 43.3418045], [5.40467548, 43.34186554], [5.40483904, 43.34194946], [5.40495443, 43.34206009], [5.40507221, 43.34220505], [5.40519571, 43.34228134], [5.40535116, 43.34232712], [5.4056654, 43.34234238], [5.40610743, 43.34234238], [5.40611982, 43.34228134], [5.40625, 43.3418808], [5.40666008, 43.34104919], [5.40717983, 43.34112167], [5.40733004, 43.34117126], [5.40734005, 43.34127808], [5.40746975, 43.34127808], [5.40791988, 43.34141159], [5.40821981, 43.34143829], [5.40933752, 43.34139633], [5.40955973, 43.3413887], [5.40990973, 43.34136963], [5.40991974, 43.34132004], [5.40995979, 43.34127045], [5.41000986, 43.34122849], [5.41007996, 43.34120941], [5.41015005, 43.34120178], [5.41022968, 43.34122086], [5.41028976, 43.34125137], [5.41032982, 43.34130096], [5.41034985, 43.34135056], [5.41092014, 43.34112167], [5.41130114, 43.34095764], [5.41163015, 43.34082031], [5.41211987, 43.3406105], [5.41235971, 43.34048843], [5.41244984, 43.34040833], [5.41322994, 43.33985138], [5.41365385, 43.33975601], [5.41376972, 43.33972931], [5.41420984, 43.33961105], [5.41428995, 43.33961105], [5.4144702, 43.33964157], [5.4155798, 43.33990097], [5.41596985, 43.33995819], [5.41647005, 43.33998108], [5.41691017, 43.33993912], [5.4175601, 43.3397789], [5.41794014, 43.33963013], [5.41847181, 43.33927917], [5.4186101, 43.33919144], [5.41890001, 43.33903885], [5.41960001, 43.33880997], [5.41976976, 43.33877182], [5.41992998, 43.33877182], [5.42023993, 43.33884811], [5.42033005, 43.33890915], [5.42035007, 43.33893967], [5.42041969, 43.33916092], [5.42055988, 43.33914948], [5.42065001, 43.33917999], [5.42074013, 43.33930969], [5.42073011, 43.33937073], [5.42067862, 43.3394928], [5.42062998, 43.33961105], [5.42055988, 43.33967972], [5.42068005, 43.33982086], [5.42077017, 43.33982086], [5.42101002, 43.33977127], [5.4211998, 43.33972931], [5.42174006, 43.33966827], [5.42189074, 43.3396492], [5.42206001, 43.33963013], [5.42216969, 43.33961868], [5.42226982, 43.33961868], [5.42235994, 43.33963013], [5.42246008, 43.33966827], [5.42300987, 43.34009171], [5.42334986, 43.34022141], [5.4240098, 43.34037018], [5.42429972, 43.34038925], [5.42461014, 43.34043121], [5.42472601, 43.34043884], [5.42532015, 43.34048843], [5.42553997, 43.3404808], [5.42601013, 43.34032059], [5.42717981, 43.33975983], [5.42742014, 43.33958817], [5.42780018, 43.33921814], [5.42791986, 43.33914185], [5.42824984, 43.33906937], [5.42838001, 43.33906174], [5.42887974, 43.33905029], [5.4291749, 43.33904648], [5.42947006, 43.33903885], [5.43001986, 43.33892822], [5.4303298, 43.33885956], [5.43061018, 43.33874893], [5.43148994, 43.33840179], [5.43176985, 43.33826065], [5.4320097, 43.33813095], [5.43197012, 43.33805847], [5.4320097, 43.33798981], [5.43209982, 43.33795929], [5.4321599, 43.33797073], [5.43226004, 43.33760071], [5.43232012, 43.33737946], [5.43251944, 43.33704376], [5.43256998, 43.33695984], [5.4326601, 43.33675003], [5.43275976, 43.33641052], [5.43281984, 43.33586121], [5.43288994, 43.33549881], [5.43299007, 43.335289], [5.43292999, 43.33523941], [5.43291998, 43.33520126], [5.43291998, 43.33514023], [5.43286943, 43.33506775], [5.43248796, 43.33477402], [5.43258858, 43.33470154], [5.43244982, 43.33459854], [5.43179989, 43.33411026], [5.43135977, 43.33372116], [5.43092155, 43.33340454]], [[5.39971113, 43.34276962], [5.40241432, 43.3421936], [5.40415239, 43.34181976], [5.40433216, 43.34180069], [5.40449286, 43.3418045], [5.40467548, 43.34186554], [5.40483904, 43.34194946], [5.40495443, 43.34206009], [5.40507221, 43.34220505], [5.40519571, 43.34228134], [5.40535116, 43.34232712], [5.4056654, 43.34234238], [5.40610743, 43.34234238], [5.40611982, 43.34228134], [5.40625, 43.3418808], [5.40666008, 43.34104919], [5.40717983, 43.34112167], [5.40733004, 43.34117126], [5.40734005, 43.34127808], [5.40746975, 43.34127808], [5.40791988, 43.34141159], [5.40821981, 43.34143829], [5.40933752, 43.34139633], [5.40955973, 43.3413887], [5.40990973, 43.34136963], [5.40991974, 43.34132004], [5.40995979, 43.34127045], [5.41000986, 43.34122849], [5.41007996, 43.34120941], [5.41015005, 43.34120178], [5.41022968, 43.34122086], [5.41028976, 43.34125137], [5.41032982, 43.34130096], [5.41034985, 43.34135056], [5.41033983, 43.34140015], [5.41029978, 43.34144974], [5.41024971, 43.3414917], [5.41018009, 43.34151077], [5.41028976, 43.34252167], [5.41035986, 43.3429184], [5.41038322, 43.34300613], [5.41038609, 43.34301758], [5.41048002, 43.3433609], [5.4106102, 43.34347153], [5.41074991, 43.34352112], [5.41085005, 43.34354019], [5.41092014, 43.34354019], [5.41113997, 43.34352875], [5.4112401, 43.3434906], [5.41133976, 43.34357071], [5.41180992, 43.34420013], [5.41204977, 43.34431839], [5.41293001, 43.34489822], [5.41376972, 43.34547043], [5.41392994, 43.34566879], [5.41398287, 43.34571457], [5.41406012, 43.34577942], [5.41423988, 43.34597015], [5.41442013, 43.34619904], [5.41455984, 43.34630966], [5.41519976, 43.34637833], [5.41588974, 43.34645081], [5.41588974, 43.34632111], [5.41588974, 43.34619904], [5.41587973, 43.34608078], [5.41587019, 43.34592819], [5.4158597, 43.34577179], [5.41589975, 43.34563828], [5.41596985, 43.34545135], [5.41622972, 43.34497833], [5.41633987, 43.34474182], [5.41669989, 43.34402847], [5.41681004, 43.34391022], [5.41691017, 43.34383011], [5.41710997, 43.34370041], [5.41722012, 43.34363937], [5.41732979, 43.34358978], [5.41749001, 43.34352875], [5.4176755, 43.34339523], [5.41798019, 43.34317017], [5.41809702, 43.34309387], [5.41869974, 43.34268951], [5.41892862, 43.34262085], [5.41915989, 43.34254837], [5.41946983, 43.34241867], [5.41999006, 43.34212875], [5.41992998, 43.3413887], [5.41992712, 43.34119034], [5.41991997, 43.34062958], [5.41990995, 43.34051895], [5.41990995, 43.34041977], [5.41995001, 43.34017944], [5.42010975, 43.33985901], [5.42024994, 43.33967972], [5.42019987, 43.33958054], [5.42025042, 43.33940887], [5.42032194, 43.33926773], [5.42041969, 43.33916092], [5.42055988, 43.33914948], [5.42065001, 43.33917999], [5.42074013, 43.33930969], [5.42073011, 43.33937073], [5.42067862, 43.3394928], [5.42062998, 43.33961105], [5.42055988, 43.33967972], [5.42068005, 43.33982086], [5.42077017, 43.33982086], [5.42101002, 43.33977127], [5.4211998, 43.33972931], [5.42174006, 43.33966827], [5.42189074, 43.3396492], [5.42206001, 43.33963013], [5.42216969, 43.33961868], [5.42226982, 43.33961868], [5.42235994, 43.33963013], [5.42246008, 43.33966827], [5.42300987, 43.34009171], [5.42334986, 43.34022141], [5.4240098, 43.34037018], [5.42429972, 43.34038925], [5.42461014, 43.34043121], [5.42472601, 43.34043884], [5.42532015, 43.34048843], [5.42553997, 43.3404808], [5.42601013, 43.34032059], [5.42717981, 43.33975983], [5.42742014, 43.33958817], [5.42780018, 43.33921814], [5.42791986, 43.33914185], [5.42824984, 43.33906937], [5.42838001, 43.33906174], [5.42887974, 43.33905029], [5.4291749, 43.33904648], [5.42947006, 43.33903885], [5.43001986, 43.33892822], [5.4303298, 43.33885956], [5.43061018, 43.33874893], [5.43148994, 43.33840179], [5.43176985, 43.33826065], [5.4320097, 43.33813095], [5.43197012, 43.33805847], [5.4320097, 43.33798981], [5.43209982, 43.33795929], [5.4321599, 43.33797073], [5.43226004, 43.33760071], [5.43232012, 43.33737946], [5.43251944, 43.33704376], [5.43256998, 43.33695984], [5.4326601, 43.33675003], [5.43275976, 43.33641052], [5.43281984, 43.33586121], [5.43288994, 43.33549881], [5.43299007, 43.335289], [5.43292999, 43.33523941], [5.43291998, 43.33520126], [5.43291998, 43.33514023], [5.43286943, 43.33506775], [5.43248796, 43.33477402], [5.43258858, 43.33470154], [5.43244982, 43.33459854], [5.43179989, 43.33411026], [5.43135977, 43.33372116], [5.43092155, 43.33340454]]], ""type"": ""MultiLineString""}";43.34031064414824, 5.417254977301544
RTM-18;7B;Foch 5 Avenues - Bois Lemaître;Bus;FBBA00;;"{""coordinates"": [[[5.39771414, 43.30199051], [5.39796019, 43.30181122], [5.39835978, 43.30183029], [5.39908028, 43.30186081], [5.39955997, 43.30187988], [5.40054989, 43.30194855], [5.40054989, 43.30176544], [5.40071011, 43.30167007], [5.40165997, 43.30173111], [5.40214968, 43.30176926], [5.40257978, 43.30181122], [5.40246391, 43.30288696], [5.40244007, 43.30310822], [5.40311003, 43.30319977], [5.40353012, 43.30324936], [5.40388012, 43.30329895], [5.40431976, 43.30335999], [5.40452003, 43.30337906], [5.40503454, 43.30346298], [5.40533972, 43.30350876], [5.40572977, 43.30358124], [5.40666008, 43.30374146], [5.40691996, 43.30379105], [5.40709019, 43.30384827], [5.40721989, 43.30392838], [5.40727997, 43.30400085], [5.40735388, 43.3041954], [5.40772152, 43.30455017], [5.40790987, 43.30461121], [5.40832996, 43.30461121], [5.40858984, 43.30456924], [5.40883017, 43.30448914], [5.40951014, 43.30408096], [5.4096899, 43.30403137], [5.40993977, 43.30400848], [5.41016006, 43.30403137], [5.41031981, 43.30405045], [5.41078997, 43.30408096], [5.41135359, 43.30413437], [5.41173983, 43.3041687], [5.41192484, 43.30418396], [5.41210985, 43.30419922], [5.41224003, 43.30421066], [5.41303968, 43.3042717], [5.41381979, 43.30434036], [5.4142499, 43.30437851], [5.41453981, 43.30442047], [5.41466808, 43.30444336], [5.41480017, 43.30447006], [5.41514015, 43.3045311], [5.41542006, 43.30463028], [5.41602993, 43.3049202], [5.41645002, 43.30511856], [5.41690969, 43.30529022], [5.4174962, 43.30548477], [5.41844988, 43.30580139], [5.41891003, 43.30588913], [5.41960001, 43.30609131], [5.41997004, 43.30620956], [5.4208498, 43.30653], [5.421103, 43.30664444], [5.42148972, 43.30681992], [5.4223299, 43.30693054], [5.42234612, 43.30581665], [5.42234993, 43.30556107], [5.42216015, 43.30513], [5.42214012, 43.30490875], [5.4221797, 43.30453873], [5.42227983, 43.3042984], [5.42246008, 43.30414963], [5.42249012, 43.30410004], [5.42252016, 43.30401993], [5.42328978, 43.30408859], [5.42340994, 43.30408859], [5.42366648, 43.30410004], [5.42368412, 43.30392075], [5.42371607, 43.30381393], [5.42381287, 43.30377197], [5.42394972, 43.30377579], [5.42402792, 43.3037796], [5.42403316, 43.3037529], [5.42416143, 43.3037796], [5.42427683, 43.3037796], [5.42459869, 43.30379105], [5.42467642, 43.30379868], [5.42472458, 43.30381775], [5.42477322, 43.30389786], [5.42481852, 43.30398941], [5.42486954, 43.30402756], [5.42539978, 43.30390167], [5.42570972, 43.30382156], [5.42573881, 43.3040123], [5.42574406, 43.30462646], [5.42576599, 43.30474472], [5.42569304, 43.30508804], [5.42565298, 43.305439], [5.42556715, 43.30614471], [5.42552662, 43.30651093], [5.42548656, 43.30688477], [5.42547035, 43.3074646], [5.42551994, 43.30755997], [5.42561007, 43.30757141], [5.42565012, 43.30759811], [5.42566967, 43.30765915], [5.42582989, 43.30767822], [5.42616987, 43.30775833], [5.4262805, 43.3077774], [5.42641973, 43.30780029], [5.42684984, 43.30783081], [5.42730999, 43.30786133], [5.42768002, 43.3078804], [5.42789984, 43.30786133], [5.42872, 43.30776978], [5.42891979, 43.30776978], [5.42933989, 43.30781174], [5.42961359, 43.30784607], [5.4299798, 43.30789185], [5.43022966, 43.30791855], [5.43062973, 43.30796814], [5.43133974, 43.30799103], [5.43173981, 43.30797958], [5.43201017, 43.30799103], [5.4324398, 43.30799484], [5.43370008, 43.3080101], [5.4344101, 43.30804062], [5.43523979, 43.30817032], [5.43586063, 43.3082962], [5.4360199, 43.30833054], [5.43647003, 43.30841827], [5.43676996, 43.30844879], [5.43717003, 43.30847168], [5.43740988, 43.30849075], [5.43769979, 43.30854034], [5.43815994, 43.30862045], [5.43891001, 43.30875015], [5.43884563, 43.30912399], [5.4387598, 43.3096199], [5.43857384, 43.31065369], [5.43853998, 43.31084061], [5.43860006, 43.31084824], [5.43865013, 43.31087875], [5.43922997, 43.31082916], [5.43967009, 43.31081009], [5.44002008, 43.31082916], [5.43967009, 43.31240845], [5.43963766, 43.31255341], [5.4395957, 43.31274033], [5.43911982, 43.31486893], [5.43896008, 43.31563187], [5.4389081, 43.31562805], [5.43895912, 43.31563187], [5.43867016, 43.31679916], [5.43858004, 43.31740952], [5.43855, 43.31748962], [5.43850994, 43.31753159], [5.4379797, 43.3172226], [5.43789005, 43.31716919], [5.43754005, 43.3169899], [5.43746996, 43.31697083], [5.43731976, 43.3169899], [5.4368701, 43.31702042], [5.43685007, 43.31703949], [5.43677998, 43.31707001], [5.43669987, 43.31707001], [5.4366498, 43.31705856], [5.43598986, 43.31734085], [5.43589306, 43.31738663], [5.43589783, 43.31739426], [5.43589306, 43.31738663], [5.43564987, 43.3175087], [5.43540001, 43.31766129], [5.43501997, 43.3179512], [5.43351698, 43.31928253], [5.43271971, 43.31998825], [5.43264008, 43.32006073], [5.43254995, 43.32012939], [5.43234968, 43.32019806], [5.43220997, 43.32035065], [5.43217993, 43.32040024], [5.43224001, 43.32049179], [5.43255997, 43.32064819], [5.43274212, 43.32074356]], [[5.43274212, 43.32074356], [5.43310976, 43.32093048], [5.43280983, 43.32125092], [5.43270016, 43.32120132], [5.43226004, 43.32098007], [5.43255997, 43.32064819], [5.43224001, 43.32049179], [5.43217993, 43.32040024], [5.43220997, 43.32035065], [5.43234968, 43.32019806], [5.4324398, 43.32006836], [5.43252993, 43.32001114], [5.43262005, 43.31993866], [5.43311977, 43.31951141], [5.43371677, 43.31898117], [5.43492985, 43.31790924], [5.43530989, 43.31761169], [5.43556976, 43.31745148], [5.43592978, 43.31726074], [5.43616772, 43.31715775], [5.43655968, 43.3169899], [5.43656015, 43.31695175], [5.43658018, 43.31689072], [5.4366498, 43.3168602], [5.43673992, 43.3168602], [5.43678999, 43.31687164], [5.43685007, 43.31689835], [5.43730021, 43.31692123], [5.43740797, 43.31695175], [5.43759441, 43.31684494], [5.43736887, 43.31694031], [5.43746996, 43.31697083], [5.43754005, 43.3169899], [5.43758011, 43.31692886], [5.43779993, 43.31563187], [5.43790007, 43.31501007], [5.43793011, 43.31483841], [5.43797016, 43.31467819], [5.43803978, 43.31431961], [5.43806553, 43.31412125], [5.43812418, 43.3140564], [5.43811989, 43.31369019], [5.4383502, 43.31225967], [5.43850279, 43.31115341], [5.43851995, 43.31103134], [5.43846989, 43.31100082], [5.43843985, 43.31095886], [5.43843985, 43.31090927], [5.43846989, 43.31087112], [5.43825006, 43.31053925], [5.43755007, 43.30958176], [5.43681002, 43.30860138], [5.43676996, 43.30844879], [5.43647003, 43.30841827], [5.4360199, 43.30833054], [5.43582964, 43.30829239], [5.43523979, 43.30817032], [5.4344101, 43.30804062], [5.43370008, 43.3080101], [5.432055, 43.30799103], [5.43201017, 43.30799103], [5.43173981, 43.30797958], [5.43133974, 43.30799103], [5.43062973, 43.30796814], [5.43022966, 43.30791855], [5.4299798, 43.30789185], [5.4299345, 43.30788422], [5.42933989, 43.30781174], [5.42891979, 43.30776978], [5.42872, 43.30776978], [5.42789984, 43.30786133], [5.42768002, 43.3078804], [5.42730999, 43.30786133], [5.42684984, 43.30783081], [5.42662954, 43.30781555], [5.42641973, 43.30780029], [5.42616987, 43.30775833], [5.42582989, 43.30767822], [5.42566967, 43.30765915], [5.42567015, 43.30773163], [5.42562008, 43.30775833], [5.42553997, 43.30778122], [5.42540979, 43.30773163], [5.42538977, 43.30767822], [5.42518091, 43.30761337], [5.42485905, 43.30752563], [5.42483616, 43.3074379], [5.42484283, 43.30728531], [5.42499828, 43.3063736], [5.42502546, 43.3059082], [5.42509174, 43.30543137], [5.42503309, 43.30542374], [5.42510414, 43.30396652], [5.42478991, 43.304039], [5.42409992, 43.30411911], [5.42376328, 43.30410385], [5.4237566, 43.30418777], [5.42376328, 43.30410385], [5.42328978, 43.30408859], [5.42252016, 43.30401993], [5.42249012, 43.30410004], [5.42246008, 43.30414963], [5.42227983, 43.3042984], [5.4221797, 43.30453873], [5.42214012, 43.30490875], [5.42216015, 43.30513], [5.42234993, 43.30556107], [5.42234182, 43.30610275], [5.4223299, 43.30693054], [5.42168283, 43.30684662], [5.42148972, 43.30681992], [5.4208498, 43.30653], [5.41997004, 43.30620956], [5.41993284, 43.30619812], [5.41960001, 43.30609131], [5.41891003, 43.30588913], [5.41844988, 43.30580139], [5.417521, 43.3054924], [5.41690969, 43.30529022], [5.41645002, 43.30511856], [5.41602993, 43.3049202], [5.41542006, 43.30463028], [5.41514015, 43.3045311], [5.41480017, 43.30447006], [5.41453981, 43.30442047], [5.41429377, 43.30438614], [5.4142499, 43.30437851], [5.41381979, 43.30434036], [5.41303968, 43.3042717], [5.41224003, 43.30421066], [5.41210985, 43.30419922], [5.41173983, 43.3041687], [5.41084862, 43.30408478], [5.41078997, 43.30408096], [5.41031981, 43.30405045], [5.41016006, 43.30403137], [5.40993977, 43.30400848], [5.4096899, 43.30403137], [5.40951014, 43.30408096], [5.40883017, 43.30448914], [5.40858984, 43.30456924], [5.40832996, 43.30461121], [5.40790987, 43.30461121], [5.40766001, 43.3045311], [5.40760994, 43.30450821], [5.40748978, 43.30443954], [5.40741014, 43.30434036], [5.40733099, 43.30413437], [5.40811491, 43.30461121], [5.40790987, 43.30461121], [5.40766001, 43.3045311], [5.40760994, 43.30450821], [5.40748978, 43.30443954], [5.40741014, 43.30434036], [5.40727997, 43.30400085], [5.40721989, 43.30392838], [5.40709019, 43.30384827], [5.40691996, 43.30379105], [5.40666008, 43.30374146], [5.40572977, 43.30358124], [5.40533972, 43.30350876], [5.40530634, 43.30350494], [5.40452003, 43.30337906], [5.40431976, 43.30335999], [5.40388012, 43.30329895], [5.40353012, 43.30324936], [5.40311003, 43.30319977], [5.40289688, 43.30317307], [5.40244007, 43.30310822], [5.40207005, 43.30307007], [5.40156984, 43.30302048], [5.40079975, 43.30295181], [5.40065002, 43.30294037], [5.40017891, 43.30289459], [5.40026569, 43.30290222], [5.39952993, 43.30282974], [5.39826012, 43.30273819], [5.3979001, 43.30271912], [5.39717817, 43.30268478], [5.39707994, 43.30268097], [5.39687252, 43.30262756], [5.39710999, 43.30244827], [5.39753628, 43.30212021]]], ""type"": ""MultiLineString""}";43.30804453911083, 5.422868024411711
